er,fr
We will play Minami High School tomorrow.,Nous jouerons contre le lycée Minami demain.
Our school was founded in 1990.,Notre école a été fondée en 1990.
Our army attacked the enemy during the night.,Notre armée a attaqué l'ennemi pendant la nuit.
Our army attacked the enemy during the night.,Notre armée attaqua l'ennemi à la nuit.
Our troops engaged with the enemy.,Nos troupes attaquèrent l'ennemi.
There is a church near my house.,Il y a une église près de ma maison.
There is a church near my house.,Il y a une église à côté de chez moi.
I am beginning to understand.,Je commence à comprendre.
I don't know. It all happened in an instant.,Je ne sais pas. Tout s'est passé si vite.
Begin with such books as you can easily understand.,Commence avec des livres que tu peux comprendre facilement.
Certainly. What can I do?,Bien sûr. Que puis-je faire ?
Certainly. What can I do?,"Bien sûr, que puis-je faire ?"
"I don't know, said Tony.","Je ne sais pas, dit Tony."
Don't hesitate to ask questions if you don't understand.,N'hésitez pas à poser des questions si vous ne comprenez pas.
Don't hesitate to ask questions if you don't understand.,N'hésitez pas à demander si vous ne comprenez pas quelque chose.
Don't be unreasonable.,Ne sois pas déraisonnable.
I don't know. Is there a nickname for Tokyo?,Je ne sais pas. Y a-t-il un surnom pour Tokyo ?
There is no satisfying spoiled children.,On ne peut satisfaire les enfants gâtés.
Raise your hand if you understand it.,Lève la main si tu comprends.
OK. I'll send it out as soon as a machine is available.,"D'accord, je l'envoie dès que la machine est disponible."
"Ok, let's give it a try.","D'accord, essayons-le."
"All right, do it your own way, but don't blame me if you fail.","D'accord, fais-le à ta façon, mais ne me blâme pas si tu échoues."
Our team won in the intercollegiate tournament.,Notre équipe a remporté le tournoi intercollégial.
Our team is in the cellar.,Notre équipe est à la cave.
Our team lost.,Notre équipe a perdu.
Our team lost.,Notre équipe perdit.
Our army attacked the kingdom.,Notre armée a attaqué le royaume.
Is there enough money to get a bottle of wine?,Y a-t-il assez de fric pour acheter une bouteille de vin ?
Is there enough money to get a bottle of wine?,Y a-t-il assez d'argent pour acheter une bouteille de vin ?
I'd like to have a glass of wine.,J'aimerais avoir un verre de vin.
I want to chill the wine more.,Je veux refroidir le vin un peu plus.
We'd like another bottle of wine.,Nous voudrions une autre bouteille de vin.
We'd like to have some wine.,Nous aimerions avoir du vin.
May I see the wine list?,Puis-je consulter la liste des vins ?
Wine is not harmful in itself.,Le vin n'est pas mauvais en soi.
Wine is made from grapes.,Le vin est fait à partir du raisin.
Wine helps digest food.,Le vin aide à la digestion.
There is little wine left.,Il reste peu de vin.
Heavy taxes are laid on wine.,De lourdes taxes frappent le vin.
I hope the wine is to your taste.,J'espère que le vin est à ton goût.
Mr Wilder gave me your e-mail address.,M. Wilder m'a donné votre adresse courriel.
Mr Wilder gave me your e-mail address.,M. Wilder m'a donné votre courriel.
What number bus do I take to get to Waikiki?,Quel numéro de bus dois-je prendre pour aller à Waikiki ?
"Should the word processor go wrong, we guarantee to replace it free of charge.","En cas de défaillance, nous garantissons le remplacement gratuit du processeur de mots."
Do you know how to use a word processor?,Sais-tu utiliser un logiciel de traitement de texte ?
It's a beautiful day!,C'est une belle journée !
Did you visit the Tower of London?,As-tu visité la Tour de Londres ?
Did you visit the Tower of London?,Avez-vous visité la tour de Londres ?
He went to see her while she stayed in London.,Il est allé la voir lorsqu'elle habitait à Londres.
The river that flows through London is the Thames.,La rivière coulant au travers Londres est la Tamise.
"Two and three halves to London, please.","Deux tarifs pleins et trois demi-tarifs pour Londres, s'il vous plait."
Look up the trains to London in the timetable.,Regardez les trains pour Londres dans la table des horaires.
I got on the train for London.,Je suis entré dans le train en partance pour Londres.
On the way to London Mr Higgins told Tom and Susie many interesting things.,"Sur le chemin de Londres, M. Higgins raconta beaucoup de choses intéressantes à Tom et Susie."
London is famous for its fog.,Londres est célèbre pour son brouillard.
London was a city built for the horse.,Londres était une ville construite pour le cheval.
London is among the largest cities in the world.,Londres est une des plus grandes villes du monde.
London is one of the largest cities in the world.,Londres est une des villes les plus grandes du monde.
London was bombed several times.,Londres fut bombardé plusieurs fois.
What time is it in London now?,Quelle heure est-il à Londres maintenant ?
London is different from Tokyo climatically.,Londres se différencie de Tokyo en terme de climat.
London is different from Tokyo climatically.,Londres diffère de Tokyo en termes de climat.
London is the capital of England.,Londres est la capitale de l'Angleterre.
Was it rainy in London?,Est-ce que c'était pluvieux à Londres ?
"London is large, compared with Paris.","Londres est grand, comparé à Paris."
London is on the Thames.,Londres borde la Tamise.
"London, where I live, used to be famous for its fog.","Londres, là où j'habite, était réputé pour son brouillard."
Did you have a good time on your trip to London?,T'es-tu amusé lors de ton voyage à Londres ?
Did you have a good time on your trip to London?,T'es-tu amusée lors de ton voyage à Londres ?
The people of London are very proud of this bridge.,Les gens de Londres sont très fiers de ce pont.
The population of London is much greater than that of any other British city.,La population de Londres est beaucoup plus importante que celle de toute autre ville britannique.
Do you know the concert schedule of London Symphony Orchestra?,Connais-tu l'horaire du concert de l'Orchestre Symphonique de Londres ?
"In London, the police are always worried about finding a bomb on the train or subway.","À Londres, la police craint toujours de trouver une bombe dans le train ou le métro."
London's climate differs from that of Tokyo.,Le climat de Londres diffère de celui de Tokyo.
Please call me as soon as possible when you arrive in London.,"S'il te plaît, appelle-moi le plus tôt possible quand tu arrives à Londres."
"On his arrival in London, he sent me a telegram.","À son arrivée à Londres, il m'a envoyé un télégramme."
"On his arrival in London, he sent me a telegram.","À son arrivée à Londres, il me dépêcha un télégramme."
"As soon as I get to London, I'll drop you a line.","Aussitôt que j'arrive à Londres, je te laisserai un mot."
Be sure to drop us a line as soon as you get to London.,Pense à nous laisser un mot dès que tu arrives à Londres.
"During my stay in London, I met him.",Je l'ai rencontré pendant mon séjour à Londres.
Is it true that you are going to study in London?,Est-ce vrai que tu vas aller étudier à Londres ?
"As long as I'm going to be in London, I ought to see a play or two.","Dans la mesure où je vais être à Londres, je devrais voir une ou deux représentations."
I have been to London before.,J'ai déjà été à Londres avant.
There are a lot of parks in London.,Il y a beaucoup de parcs à Londres.
There are a lot of parks in London.,Il y a de nombreux parcs à Londres.
I got a letter from a friend of mine in London.,J'ai reçu une lettre d'un ami de Londres.
"It is Mrs. Lee, Susan's mother, in London.","C'est madame Lee, la mère de Susan, à Londres."
What was your first impression of London?,Quelle fut ta première impression de Londres ?
The people he is living with in London are coming to see me.,Les personnes avec lesquelles il vit à Londres vont venir me voir.
Can you recommend a place to stay in London?,Peux-tu me recommander un lieu de séjour à Londres?
Can you recommend a place to stay in London?,Pouvez-vous me recommander un endroit à Londres où je puisse séjourner ?
I met an old student of mine in London.,J'ai croisé un de mes anciens étudiants à Londres.
I ordered a book from London.,J'ai commandé un livre de Londres.
I ordered a book from London.,J'ai commandé un livre à Londres.
I need a lot of cloth to make a long dress.,J'ai besoin de beaucoup d'étoffe pour confectionner une robe longue.
Long dresses stayed in fashion.,Les robes longues sont restées à la mode.
Long skirts are out of fashion now.,Les longues jupes sont démodées maintenant.
Long skirts are in fashion.,Les jupes longues sont à la mode.
"Romeo, believing that Juliet was dead, decided to kill himself.","Romeo, croyant que Juliette était morte, décida de se tuer."
Romeo is the man Juliet loves.,Romeo est l'homme dont Juliette est amoureuse.
The robots are sure to contribute to the world.,Il est sûr que les robots vont contribuer au monde.
A robot can do more work than a man can.,Un robot peut travailler plus qu'un homme.
Robots can withstand dangerous conditions.,Les robots peuvent résister à des conditions dangereuses.
Prepare yourself for the day when robots are at your side.,Prépare-toi pour le jour où les robots seront à tes côtés.
We have lobsters only on special occasions.,Nous ne mangeons du homard qu'aux occasions spéciales.
Lobsters belong to a class of marine animals.,Les homards appartiennent à une catégorie d'animaux marins.
Robin looks very cute when he's sleeping.,Robin est vraiment mignon quand il dort.
"Despite the seriousness of his illness, Mr Robinson is in good spirits.","Malgré la gravité de sa maladie, M. Robinson garde le moral."
Donkeys are tough animals.,Les ânes sont des animaux résistants.
